Title,Meta_score,Summary,User_score,GamesRelease,Descrition
YAKUZA: LIKE A DRAGON,83,become ichiban kasuga a low-ranking yakuza grunt left on the brink of death by the man he trusted most take up your legendary bat and get ready to crack some underworld skulls in dynamic rpg combat set against the backdrop of modern-day japan,8.2,Nov 10 2020, ryu ga gotoku studios role-playing japanese-style no online multiplayer
GEARS TACTICS,82,gears tactics is the fast-paced turn-based strategy game from one of the most-acclaimed video game franchises – gears of war outnumbered and fighting for survival recruit and command your squad to hunt down an evil mastermind who makes monsters,7.3,Nov 10 2020,m splash damage strategy turn-based tactics no online multiplayer
GEARS 5: HIVEBUSTERS,82,return to gears 5 with the hivebusters expansion and undertake their first suicide mission explore the tropical galangi islands battle enemies with the team’s ultimate abilities and confront a deadly new predator,7.5,Dec 15 2020, the coalition action shooter third-person arcade
DIRT 5,81,let loose in dirt 5 - the boldest off-road racing experience ever with a star-studded career four-player split-screen innovative online modes livery editor and more blaze a trail on global tracks covering gravel ice snow and sand with cars ranging from rally icons to trucks to gt heroes,6.5,Nov 10 2020,e codemasters racing simulation automobile up to 12 players
IMMORTALS FENYX RISING,81,[formerly titled 'gods & monsters'] immortals fenyx rising brings grand mythological adventure to life play as fenyx a new winged demigod on a quest to save the greek gods the fate of the world is at stake – you are the gods’ last hope wield the powers of the gods like achilles' sword and daidalos' wings to battle powerful enemies and solve ancient puzzles fight iconic mythological beasts like cyclops and medusa in dynamic combat in the air and on the ground use your skills and diverse weapons including selfguided arrows telekinesis and more for devastating damage discover a stylized open world across seven unique regions each inspired by the gods,7.5,Dec 3 2020,t ubisoft quebec action adventure open-world no online multiplayer
PUYO PUYO TETRIS 2,80,japan's beloved puzzle game series puyo puyo and the world renowned tetris game franchise have teamed up again to deliver even more puyo popping and tetrimino clearing fun in puyo puyo tetris 2 playing is easy: match 4 or more same coloured puyos or complete a line of blocks to clear them from your board and dump garbage into your opponent's game but keep an eye on what's coming your way too play traditional puyo puyo and tetris or mix them together to level up your game offline or online you'll have loads of modes that let you play the way you want from single player adventure to couch competition versus to ranked online matches and more,tbd,Dec 8 2020,e10+ sega puzzle matching up to 4 players
NBA 2K21,80,nba 2k21 is the latest title in the world-renowned best-selling nba 2k series delivering an industry-leading sports video game experience with extensive improvements upon its best-in-class graphics and gameplay competitive and community online features and deep varied game modes nba 2k21 offers one-of-a-kind immersion into all facets of nba basketball and culture - where everything is game,5.5,Nov 10 2020, visual concepts sports team basketball arcade up to 10 players
OBSERVER: SYSTEM REDUX,78,the year is 2084 in a dark cyberpunk world shattered by plagues and wars become a neural police detective and hack into the jagged minds of others make use of anything they felt thought or remembered to solve the case and catch the elusive killer,7.0,Nov 10 2020, bloober team adventure 3d first-person no online multiplayer
FOOTBALL MANAGER 2021,78,football manager 2021 xbox edition brings the depth detail and drama of the world’s favourite football management simulation series to xbox experience the closest thing to being a real manager by taking charge of the world’s greatest football teams and playing the beautiful game your way fm21 xbox achieves football authenticity that other management games can only aspire to based on fm touch fm21 xbox is fully optimised for victory with the xbox controller for series x|s and xbox one,7.1,Nov 30 2020, sports interactive sports team soccer management up to 32 players
HAVEN,78,does love truly conquer all? two lovers gave up everything left their entire lives behind and escaped to a lost planet to be together play these lovers yu and kay at the same time as they settle into an unknown and eerie world explore the planet searching for parts and material to fix their ship and make it a cosy home enjoy life together as a relatable couple cooking meals crafting collecting resources and engaging in meaningful conversations fight against those trying to tear them apart by synchronising their actions in combat finding the perfect timing and rhythm while controlling both characters simultaneously glide through the mysterious landscape explore a fragmented world and fight against what’s trying to tear them apart in this rpg adventure about love rebellion and freedom,7.2,Dec 3 2020, the game bakers adventure general no online multiplayer
WRC 9 FIA WORLD RALLY CHAMPIONSHIP,78,the wrc license is back and even better this year with wrc 9 take part in the calendar's 3 new rallies and challenge the community with the customisable league system then dive into the skin of a co-driver with the astonishing co-op mode,tbd,Nov 10 2020, kt racing racing simulation automobile up to 8 players
CALL OF DUTY: BLACK OPS COLD WAR,76,black ops cold war will drop fans into the depths of the cold war's volatile geopolitical battle of the early 1980s nothing is ever as it seems in a gripping single-player campaign where players will come face-to-face with historical figures and hard truths as they battle around the globe through iconic locales like east berlin vietnam turkey soviet kgb headquarters and more multiplayer engage in deniable operations and signature combat in the next generation of multiplayer zombies players will bring a cold war arsenal of weapons and equipment into the next evolution of treyarch's signature zombies co-operative experience warzone black ops cold war will also support and build on the hit free-to-play experience call of duty: warzone cross play cross-progression and cross-generation enabled next-gen unlock the power of next-gen call of duty experiences with higher framerate hardware-based ray-tracing shorter load times and more,2.8,Nov 13 2020,m raven software treyarch action shooter first-person tactical up to 40 players
WARHAMMER: CHAOSBANE,76,in a world ravaged by war and dominated by magic you are the last hope for the empire of man against the chaos hordes playing solo or with up to 4 in local or online co-op choose a hero from 4 character classes with unique and complementary skills and prepare for epic battles wielding some of the most powerful artefacts of the old world the first hack and slash set in the warhammer fantasy world told through an all-new story written by mike lee (a black library author) and featuring a soundtrack composed by chance thomas ferocious battles: from the sewers of nuln to the ruined streets of praag fight your way through monster hordes using over 180 different powers activate your bloodlust a devastating skill to escape the most perilous situations 4 character classes each with unique skills and customisation: a soldier of the empire who can take heavy damage a dwarf specialising in melee combat a high elf who deals ranged damage by manipulating magic or a wood elf who lays deadly traps and wields the bow like no other! an xxl bestiary with over 70 monsters aligned with the chaos gods and unique bosses battle nurgle's minions khorne's spawn and waves of other vile creatures! optimized for co-op: solo or with up to 4 players local or online the class synergy and interface have been designed for co-op combine different skills and powers to create even more devastating effects high replay value: story mode a boss rush mode countless dungeons and regular updates offer a rich and varied gaming experience and with 10 difficulty levels you can find the right challenge to test your abilities,tbd,Nov 10 2020, games workshop role-playing action rpg up to 4 players
CALL OF THE SEA,75,a weird tale of otherworldly mystery call of the sea is a first-person adventure puzzle game set in the 1930s that tells the story of norah a woman on the trail of her missing husband's expedition the search takes place on a strange but beautiful island in the south pacific filled with secrets waiting to be unearthed it is an otherworldly tale of mystery adventure and self-discovery,7.3,Dec 8 2020, out of the blue inc. out of the blue games s.l. adventure 3d first-person no online multiplayer
FIFA 21,74,on the street and in the stadium fifa 21 has more ways to play than ever before fifa 21 rewards you for your creativity and control all over the pitch create more scoring opportunities with all-new dynamic attacking systems in the most intelligent fifa gameplay to date a new agile dribbling system gives you the means to unleash your creativity in 1-on-1 situations use fast footwork more responsive close control and new skill moves like the ball roll fake to explode past defenders in fifa 21 increased positional awareness elevates footballers’ in-game intelligence to put them in the right place at the right time see world-class forwards hold their runs in line with the last defender creative playmakers find space to play through balls and midfielders shut off passing lanes as players better live up to their real-world understanding of space and time on the pitch [electronic arts],0.9,Dec 4 2020, electronic arts sports team soccer sim up to 22 players
WATCH DOGS: LEGION,74,in the near future london is facing its downfall: the people are being oppressed by an all-seeing surveillance state a corrupt private military corporation controls the streets and a powerful crime syndicate is preying on the vulnerable the fate of london lies with you and your ability to recruit a resistance and fight back watch dogs: legion delivers a never-before-seen gameplay innovation that allows you to recruit and play as anyone you see in the iconic city of london every single character in the open world is playable and everyone has a backstory personality and skillset that will help you personalize your own unique team bring your characters online and join forces with friends to take back london in four-player co-op missions end-game challenges and daily events welcome to the resistance,6.4,Nov 10 2020, ubisoft action adventure open-world up to 8 players
MONSTER TRUCK CHAMPIONSHIP,72,from las vegas to orlando go head-to-head against experienced drivers in drag races and freestyle competitions! but before you can pull off doughnuts wheelies and bicycles you must first tune your truck to perfection these machines are colossal and spectacular yet highly technical to drive the game faithfully reproduces all the unique demands of mastering these powerful trucks including independent front and rear wheel management mass transfer anticipation in bends and predicting bounces after jumps but what's performance without style? customise your monster truck to reflect your style and show it off to your 7 opponents in online mode,tbd,Mar 16 2021, maximum games simulation vehicle civilian up to 8 players
DESTINY 2: BEYOND LIGHT,70,the frontier of europa holds many lost secrets from the past including the dark power of stasis you must work with the mysterious exo stranger to harness this new power before eramis the kell of darkness bestows it on her fallen forces grow your arsenal master stasis and go beyond the light,5.4,Nov 10 2020, bungie software bungie action shooter first-person arcade
IMMORTALS FENYX RISING: A NEW GOD,70,as fenyx overcome the legendary trials and challenges of the gods of olympos to change the greek pantheon and fulfill your destiny,tbd,Jan 28 2021, ubisoft quebec action adventure open-world
THE FALCONEER,65,generations of poisonous decisions and treason swirl in the deep as factions collide become the falconeer and soar through the skies aboard a devastatingly powerful warbird uncover secrets lost to the sea as you join or oppose different factions and clans scattered throughout the great ursee take advantage of multiple falconeer classes with individual stats weapons and warbirds that can be upgraded through winning battles completing quests discovering secrets or applying mutagens or chants use ocean thermals and energy to dive dodge barrel-roll and twist to gain an advantage the falconeer is an open-world air combat game featuring fast brutal aerial dogfights and deep exploration of an incredible fantasy open-world set not only above the clouds but also amongst the waves and down through the sunken ocean depths,5.0,Nov 10 2020,t tomas sala simulation flight combat no online multiplayer
MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME 4,62,cross is super again! the official videogame of the monster energy ama supercross championship is back with its fourth edition the most extreme ever!,tbd,Mar 11 2021, milestone s.r.l racing arcade automobile up to 16 players
MORKREDD,60,morkredd is a tense physics-based co-op puzzle game for one to two players combining skill-based puzzle-solving a challenging balance of light and shadow and a dark world full of secrets to unlock,6.5,Dec 10 2020,e hyper games puzzle action no online multiplayer
OVERRIDE 2: SUPER MECH LEAGUE,58,override is a 3d fighting game with local and online multiplayer modes that is perfect for competitive players mech fans or casual brawlers this newest entry to the series features a fully online career mode improved combat systems and tons of multiplayer modes,tbd,Dec 22 2020, modus studios brazil action general up to 4 players
WEREWOLF: THE APOCALYPSE - EARTHBLOOD,58,you are cahal a powerful garou who chose to go into exile after losing control of his destructive rage he can transform into a wolf and a crinos a huge ferocious beast master your three forms and their powers to punish those who defile gaia,4.6,Feb 4 2021, cyanide role-playing action rpg no online multiplayer
BRIGHT MEMORY,55,"bright memory is a lightning-fast fusion of the fps and action genres created by one-man development studio fyqd using unreal engine combine a wide variety of skills and abilities to unleash dazzling combo attacks sro (supernatural science research organization) agent shelia's adventure is about to begin this game depicts the maiden adventure of a woman named shelia in the year 2020 the 1000-year-old relic swords known as ""kanshou and bakuya"" discovered through sro research have been found to comprise a unique multilayered structure containing a mysterious substance in their cores this substance known as the ""soul of jiu xuan"" possesses the ability to reanimate the dead in an attempt to take possession of the substance the ""sai"" - a massive terrorist organization controlling its own army - has used a cutting-edge piece of technology known as a ""quantum transporter"" to infiltrate the sro research facility and steal top-secret and incredibly dangerous data to make matters worse while attempting to calibrate coordinates on the quantum transporter shelia mistakenly activates the device immediately transporting everyone in the vicinity to the floating island - an airborne continent near the north pole undisturbed in its slumber for over 1000 years it is soon discovered that the various beasts and corpses of those who once populated the island have been reanimated by the ""soul of jiu xuan"" and they're coming for shelia shelia: hannah grace the female main character 21 years old her parents were in the military after losing both parents in a sudden tragic accident at the age of six she was raised by professor richard carter founder of the sro having spent years undergoing various types of military training and shining among her peers in virtually every field her near-superhuman abilities landed her a spot as a member of the ultra-elite ""sro emergency inspection team"" carter: jack merluzzi founder of the sai male 35 years old taking advantage of his influential status he struck it rich by buying and selling vast numbers of ancient artifacts on the black market after learning of the existence of the ""soul of jiu xuan"" he immediately infiltrated the sro in an attempt to steal top-secret data",4.0,Nov 10 2020, fyqd personal studio adventure general no online multiplayer
