Title,Meta_score,Summary,User_score,GamesRelease,Descrition
COMMAND & CONQUER,94,set in a gritty high-tech world c&c utilizes electronic intelligence and covert surveillance to determine who reigns supreme join the forces of either the global defense initiative (gdi) or the brotherhood of nod and fight for what you feel is right [westwood],8.9,Sep 26 1995,t westwood studios sci-fi strategy real-time sci-fi general commandnumber of players: 1-4 playersesrb descriptors: animated violence 2 players
MASS EFFECT 2,94,the mass effect trilogy is a science fiction adventure set in a vast universe filled with dangerous alien life forms and mysterious uncharted planets in this dark second chapter saren’s evil army of geth soldiers has just been defeated and humans who are still struggling to make their mark on the galactic stage are now faced with an even greater peril [bioware],8.9,Jan 26 2010,mofficial site: http://masseffect.bioware.com bioware role-playing action rpg action rpgesrb descriptors: blood drug reference sexual content strong language violence no online multiplayer
GRAND THEFT AUTO: VICE CITY,94,"[metacritic's 2003 pc game of the year] the pc version has enhanced features including improved graphics and sound additional pc controls as well as several options for players to customize the game ""welcome to vice city welcome to the 1980s"" having just made it back onto the streets of liberty city after a long stretch in maximum security tommy vercetti is sent to vice city by his old boss sonny forelli they were understandably nervous about his re-appearance in liberty city so a trip down south seemed like a good idea but all does not go smoothly upon his arrival in the glamorous hedonistic metropolis of vice city he's set up and is left with no money and no merchandise sonny wants his money back but the biker gangs cuban gangsters and corrupt politicians stand in his way most of vice city seems to want tommy dead his only answer is to fight back and take over the city himself vice city offers vehicular pleasures to suit every taste for the speed enthusiast there's high-performance cars and motorbikes for the sportsman a powerboat or a golf buggy lets you enjoy the great outdoors for those that need that sense of freedom and escape why not charter a helicopter and see the beauty of vice city from the air? [rockstar]",8.8,May 12 2003,mofficial site: http://www.rockstargames.com/vicecity/ rockstar north action adventure modern modern open-worldnumber of players: 1 playeresrb descriptors: blood and gore strong language strong sexual content violence no online multiplayer
SID MEIER'S CIVILIZATION II,94,an empire-building turn-based strategy game the game starts at the old stone age in 4000 bc your tribe begins with a settlers unit and has no knowledge about the surrounding area as you found new cities and explore the surroundings you may find hostile barbarians villages and other competing cultures [civ fantatics' center],8.8,Feb 29 1996,k-a mps labs strategy turn-based historic general historic 4xnumber of players: 1 playeresrb descriptors: mild animated violence
QUAKE,94,rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting arm yourself against the cannibalistic ogre fiendish vore and indestructible schambler using letal nails fierce thunderbolts and abominable rocket and grenade launchers [id software],8.8,Jun 22 1996,m id software action shooter shooter first-person sci-fi sci-fi arcadenumber of players: 1-16 playersesrb descriptors: animated blood & gore animated blood and gore animated violence
BIOSHOCK INFINITE,94,initially conceived as a floating symbol of american ideals at a time when the united states was emerging as a world power columbia is sent to distant shores with great fanfare by a captivated public what begins as a fresh new endeavor of hope turns drastically wrong as the city soon disappears into the clouds to whereabouts unknown the player takes on the role of former pinkerton agent booker dewitt sent to the lost city to rescue elizabeth a young lady imprisoned there since her childhood he develops a relationship with elizabeth enhancing his abilities with hers so the pair may escape from a city that is literally falling from the sky dewitt has to learn to fight foes in high-speed sky-line battles engage in combat both indoors and amongst the clouds and harness the power of a myriad of new weapons and abilities,8.5,Mar 25 2013,mofficial site: http://www.bioshockinfinite.com/ irrational games action shooter shooter first-person sci-fi sci-fi arcadeesrb descriptors: blood and gore intense violence language mild sexual themes use of alcohol and tobacco no online multiplayer
THE ELDER SCROLLS IV: OBLIVION,94,oblivion is a single-player game that takes place in tamriel's capital province cyrodiil you are given the task of finding the hidden heir to a throne that sits empty the previous emperor having been killed by an unknown assassin with no true emperor the gates to oblivion (the equivalent of hell in the world of tamriel) open and demons begin to invade cyrodiil and attack its people and towns it's up to you to find the lost heir to the throne and unravel the sinister plot that threatens to destroy all of tamriel in keeping with the elder scrolls tradition players have the option to experience the main quest at their own pace and there are plenty of opportunities to explore the vast world and make your own way numerous factions can be joined such as the thieves or mages guilds and each contains its own complete storyline and the chance to rise to the head of the faction and reap further rewards oblivion features a groundbreaking new ai system called radiant ai which gives non-player characters (npcs) the ability to make their own choices based on the world around them they decide where to eat or who to talk to and what they say they sleep go to church and even steal items all based on their individual characteristics full facial animations and lip-synching combined with full speech for all dialog allows npcs to come to life like never before [bethesda],8.1,Mar 20 2006,mofficial site: http://www.elderscrolls.com bethesda softworks role-playing first-person first-person western-stylenumber of players: 1 playeresrb descriptors: blood and gore language nudity sexual themes use of alcohol violence no online multiplayer
GRIM FANDANGO,94,something's rotten in the land of dead and you're being played for a sucker meet manny calavera travel agent at the department of death he sells luxury packages to souls on their four-year journey to eternal rest but there's trouble in paradise help manny untangle himself from a conspiracy that threatens his very salvation [lucasarts],9.1,Oct 14 1998,t lucasarts adventure general general 3d third-person fantasyesrb descriptors: animated violence suggestive themes use of alcohol and tobacco no online multiplayer
SID MEIER'S CIVILIZATION IV,94,faster-paced fun - gameplay has been streamlined for a tighter faster and more compelling experiencegreater accessibility and ease of play - an easy-to-use interface will be immediately familiar to rts and action game players and newcomers to the series will be able to jump in and play tech tree - flexible tech tree allows players more strategic choices for developing their civilizations along unique paths more civs units and improvements to enhance and grow your empire multiplayer -lan internet pbem and persistent turn-based server (ptbs) offer players all-new strategies and ways to play when competing or cooperating with live opponents team play - whether playing multiplayer or single player team play offers a new way of setting locked alliances that result in shared wonder effects visibility unit trading and shared territory that delivers a plethora of new strategic and tactical options civ iv comes to life! - beautiful 3d world with dozens of fully animated units (including culturally unique units) and totally customizable armies cities and wonders will appear on the map wonder movies are back! [2k games],8.3,Oct 25 2005,e10+official site: http://www.2kgames.com/civ4/home.htm firaxis games strategy turn-based historic historic 4xnumber of players: 1-12 playersesrb descriptors: violenceoffline modes: competitive cooperative team orientedconnectivity: local area network onlineonline modes: competitive cooperative team oriented 12 players online online multiplayer
THE WITCHER 3: WILD HUNT,93,with the empire attacking the kingdoms of the north and the wild hunt a cavalcade of ghastly riders breathing down your neck the only way to survive is to fight back as geralt of rivia a master swordsman and monster hunter leave none of your enemies standing explore a gigantic open world slay beasts and decide the fates of whole communities with your actions all in a genuine next generation format,9.4,May 18 2015,mofficial site: http://www.thewitcher.com/ cd projekt red studio action rpg role-playing action rpg no online multiplayer
COMPANY OF HEROES,93,a real-time strategy game set in world war ii company of heroes brings to life in full cinematic detail the greatest war mankind has ever known company of heroes is built on relic's next-generation essence engine and also utilizes the havok physics engine delivering cinematic visual detail in a world completely driven by realistic physics gamers will experience the journey of the brave men of able company in a deep single-player campaign that begins with the invasion of normandy through their fight across europe all set against the most dynamic battlefield ever seen in a game company of heroes' completely destructable environment means no two battles ever play out in the same way advanced squad ai delivers startling new realism and responsiveness bringing soldiers to life as they interact with the environment and execute advanced squad tactics to eliminate the opposition forces [thq],8.8,Sep 13 2006,mofficial site: http://www.companyofheroesgame.com/ relic strategy real-time historic general historicnumber of players: 1-8 playersesrb descriptors: blood and gore intense violence strong languageoffline modes: competitive team orientedonline modes: competitive team oriented 8 players online
HALF-LIFE: ALYX,93,half-life: alyx is valve's vr return to the half-life series it's the story of an impossible fight against a vicious alien race known as the combine set between the events of half-life and half-life 2 playing as alyx vance you are humanity's only chance for survival the combine's control of the planet since the black mesa incident has only strengthened as they corral the remaining population in cities among them are some of earth's greatest scientists: you and your father dr eli vance as founders of a fledgling resistance you've continued your clandestine scientific activityperforming critical research and building invaluable tools for the few humans brave enough to defy the combine every day you learn more about your enemy and every day you work toward finding a weakness about gameplay in vr: valve's return to the half-life universe that started it all was built from the ground up for virtual reality vr was built to enable the gameplay that sits at the heart of half-life immerse yourself in deep environmental interactions puzzle solving world exploration and visceral combat lean to aim around a broken wall and under a barnacle to make an impossible shot rummage through shelves to find a healing syringe and some shotgun shells manipulate tools to hack alien interfaces toss a bottle through a window to distract an enemy rip a headcrab off your face and throw it at a combine soldier extra content for index owners customers who have purchased valve index hardware by the end of 2019 will have access to unique bonuses starting early next year: * explore environments from half-life: alyx in your steamvr home space * alternate gun skins to embellish alyx's arsenal * special half-life: alyx-themed content for counter-strike: global offensive and dota 2 community-built environments * a set of source 2 tools for building new environments will ship with the game enabling any player to build and contribute new environments for the community to enjoy hammer valve's level authoring tool has been updated with all of the game's virtual reality gameplay tools and components,8.7,Mar 23 2020, valve software action first-person shooter arcadespecial controllers: htc vive oculus rift windows mixed reality valve index valve index no online multiplayer
DIVINITY: ORIGINAL SIN II,93,master deep tactical combat join up to 3 other players - but know that only one of you will have the chance to become a god,8.8,Sep 14 2017, larian studios games action rpg role-playing western-style online multiplayer up to 4 players
UNREAL TOURNAMENT 2004,93,reload rev up and ride out the new tournament is faster higher and meaner land and air based vehicles take combat to a new level; while an arsenal of new weaponry daunting arenas and battlefields and the challenge of the assault and onslaught modes make the gladiator blood sport of the future a brand new experience buckle up; it?s gonna be one hell of a ride! [atari],8.8,Mar 16 2004,m epic games action shooter shooter first-person sci-fi sci-fi arcadenumber of players: 1-32 playersesrb descriptors: blood and gore intense violence mild languageoffline modes: team orientedconnectivity: local area network onlineonline modes: competitive cooperativecustomization: editing tools
STARCRAFT II: WINGS OF LIBERTY,93,starcraft ii continues the epic saga of the protoss terran and zerg these three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original starcraft legions of veteran upgraded and brand-new unit types do battle across the galaxy as each faction struggles for survival featuring a unique single-player campaign that picks up where starcraft: brood war left off starcraft ii presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue in addition blizzard again offers unparalleled online play through battlenet the company's world-renowned gaming service with several enhancements and new features to make starcraft ii the ultimate competitive real-time strategy game features fast-paced hard-hitting tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game new units and gameplay mechanics further distinguish each race vibrant new 3d-graphics engine with support for dazzling visual effects and massive unit and army sizes full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience [blizzard],8.3,Jul 27 2010,tofficial site: http://www.starcraft2.com/ blizzard entertainment strategy real-time sci-fi commandesrb descriptors: blood and gore language suggestive themes use of alcohol and tobacco violence up to 4 players
MINECRAFT,93,the game involves players creating and destroying various types of blocks in a three dimensional environment the player takes an avatar that can destroy or create blocks forming fantastic structures creations and artwork across the various multiplayer servers in multiple game modes,8.0,Nov 18 2011,official site: http://www.minecraft.net/ mojang ab action adventure adventure 3d sandbox first-person fantasy fantasyspecial controllers: oculus rift up to 10 players
RED DEAD REDEMPTION 2,93,america 1899 the end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs those who will not surrender or succumb are killed after a robbery goes badly wrong in the western town of blackwater arthur morgan and the van der linde gang are forced to flee with federal agents and the best bounty hunters in the nation massing on their heels the gang must rob steal and fight their way across the rugged heartland of america in order to survive as deepening internal divisions threaten to tear the gang apart arthur must make a choice between his own ideals and loyalty to the gang who raised him from the creators of grand theft auto v and red dead redemption red dead redemption 2 is an epic tale of life in america at the dawn of the modern age,6.0,Nov 5 2019,m rockstar games action adventure open-world up to 32 players
HOMEWORLD,93,deported to a harsh desert world exiles have struggled for three thousand years to regain the stars now it's up to you to guide them home through a brutal empire bent on annihilation homeworld boasts amazing ship graphics and gorgeous deep-space vistas a unique command and navigation interface and white-knuckle real-time strategy [sierra],8.8,Aug 31 1999,e relic strategy real-time sci-fi sci-fi general commandnumber of players: 1-8 playersesrb descriptors: animated violence
GRAND THEFT AUTO III,93,the pc version features enhanced 3d audio environmentally scaled and referenced from the player's perspective create your own customizable liberty city radio station using the built-in mp3 player state-of-the art visuals utilizing the latest pc hardware render the city more beautifully than ever in 32 bit color the skinnable player character enables fans to create and upload their own skin textures and to use a scanned-in photo to play as themselves [rockstar],8.2,May 20 2002,mofficial site: http://www.rockstargames.com/grandtheftauto3/ dma design rockstar north action adventure modern modern open-worldnumber of players: 1 playeresrb descriptors: blood strong language violence no online multiplayer
BEAT SABER,93,beat saber is a vr rhythm game where your goal is to slash the beats which perfectly fit into precisely handcrafted music,8.3,May 21 2019, hyperbolic magnetism action generalspecial controllers: htc vive oculus rift windows mixed reality valve index no online multiplayer
HADES,93,defy the god of death as you hack and slash your way out of the underworld in this rogue-like dungeon crawler from the creators of bastion and transistor,8.9,Sep 17 2020,t supergiant games action adventure general linear no online multiplayer
STAR WARS: KNIGHTS OF THE OLD REPUBLIC,93,engage in this saga set in the golden age of the republic - over 4000 years before the first star wars film when both jedi and sith number in the thousands with the galaxy reeling from a recent conflict with the dark lords the ongoing battle between the jedi and the sith rages on your actions determine the outcome of this colossal galactic war - and your destiny as a jedi [lucasarts],9.0,Nov 18 2003,tofficial site: http://www.lucasarts.com/products/swkotor/ bioware role-playing third-person third-person generalnumber of players: 1 playeresrb descriptors: violencelicense: movie no online multiplayer
WORLD OF WARCRAFT,93,"four years have passed since the aftermath of warcraft iii: reign of chaos and a great tension now smolders throughout the ravaged world of azeroth as the battle-worn races begin to rebuild their shattered kingdoms new threats both ancient and ominous arise to plague the world once again world of warcraft is an online role-playing experience set in the award-winning warcraft universe players assume the roles of warcraft heroes as they explore adventure and quest across a vast world being ""massively multiplayer"" world of warcraft allows thousands of players to interact within the same world whether adventuring together or fighting against each other in epic battles players will form friendships forge alliances and compete with enemies for power and glory a dedicated live team will create a constant stream of new adventures to undertake lands to explore and monsters to vanquish this content ensures that the game will never be the same from month to month and will continue to offer new challenges and adventures for years to come [blizzard entertainment]",7.4,Nov 23 2004,tofficial site: http://worldofwarcraft.com/ blizzard entertainment role-playing massively multiplayer online massively multiplayer fantasy fantasyesrb descriptors: blood suggestive themes use of alcohol violenceconnectivity: onlineonline modes: competitive cooperative team orientedresolution: widescreen massively multiplayer
GRAND THEFT AUTO: SAN ANDREAS,93,five years ago carl johnson escaped from the pressures of life in los santos san andreas a city tearing itself apart with gang trouble drugs and corruption where filmstars and millionaires do their best to avoid the dealers and gangbangers now it's the early 90s carl's got to go home his mother has been murdered his family has fallen apart and his childhood friends are all heading towards disaster on his return to the neighborhood a couple of corrupt cops frame him for homicide cj is forced on a journey that takes him across the entire state of san andreas to save his family and to take control of the streets [rockstar],8.9,Jun 7 2005,mofficial site: http://www.rockstargames.com/sanandreas/ rockstar north action adventure modern modern open-worldnumber of players: 1 playeresrb descriptors: blood and gore intense violence nudity strong language strong sexual content use of drugssound: dolby digital 5.1 no online multiplayercustomization: custom soundtracks
CALL OF DUTY 4: MODERN WARFARE,92,"as call of duty 4: modern warfare's single player campaign unfolds the player is introduced to new gameplay at every turn – one moment you are fast-roping from your black hawk helicopter after storming into the war zone with an armada of choppers the next you are a sniper under concealment in a ghillie suit miles behind enemy lines the next you are engaging hostiles from an ac-130 gunship thousands of feet above the battlefield mixed with explosive action call of duty 4: modern warfare also delivers special effects including use of depth of field rim-lighting character self-shadowing real time post-processing texture streaming as well as physics-enabled effects infinity ward deployed a dedicated team from the start to deliver a new level of depth to multiplayer building on the hit ""call of duty 2"" online experience call of duty 4: modern warfare's new multiplayer provides the community an addictive and accessible experience to gamers of all levels [activision]",8.5,Nov 5 2007,mofficial site: http://www.charlieoscardelta.com infinity ward action shooter shooter first-person modern modern arcadenumber of players: 1 playeresrb descriptors: blood and gore intense violence strong languagesound: dolby digital 5.1online modes: competitive team orientedresolution: widescreen 16 players online up to 18 players
WARCRAFT III: REIGN OF CHAOS,92,[metacritic's 2002 pc game of the year] it has been nearly fifteen years since the war between the orcs and humans ended an uneasy peace settled over the land while for years the drums of war were silent yet the kingdoms of men grew complacent in their victory - and slowly the defeated orcish clans regrouped under the banner of a new visionary leader now a darker shadow has fallen over the world threatening to extinguish all life - all hope the drums of war play upon the winds once again - rising urgently towards the inevitable hour when the skies will rain fire - and the world will tremble before the coming of the burning legion the day of judgment has come [blizzard],9.2,Jul 3 2002,tofficial site: http://us.blizzard.com/en-us/games/war3/ blizzard entertainment strategy real-time fantasy general fantasyesrb descriptors: animated violence blood violence
THE SIMS,92,"in ""simcity"" you had the power to build and control cities  with the sims you'll create and control people!",7.9,Feb 4 2000,tofficial site: http://thesims.ea.com/ maxis simulation miscellaneous virtual life virtual virtual lifenumber of players:esrb descriptors:
SID MEIER'S GETTYSBURG!,92,experience victory in sid meier's gettysburg! it's the most engrossing and sophisticated real-time strategy game ever in a stunning 3d battlefield you plan the tactics lead the troops and take history into your own hands attack from the trees to protect your brigaderally around a general for a quicker recovery entrench your troops as your cannons blast the hillside and much much more with just a click of the mouse! complete multiplayer support via internet lan modem and serial link [firaxis],7.4,Sep 30 1997,e firaxis games strategy real-time wargame real-time generalnumber of players: 1-8 playersesrb descriptors: realistic violence
WORLD SOCCER WINNING ELEVEN 7 INTERNATIONAL,92,winning eleven 7 international features 100 teams 21 stadiums new player models and key additions to the master league winning eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization upon entering a match players will find incredibly masterful gameplay beautifully rendered stadiums and picture-perfect player models while on the field players will experience true-to-life gameplay with carefully tuned ai realistic pace and balance [konami],6.9,Apr 9 2004,e kcet sports traditional team soccer sim simnumber of players: 1-2 playersoffline modes: competitive team orientedcustomization: editing tools
TEAM FORTRESS 2,92,"team fortress 2 (tf2) is the sequel to the game that put class-based multiplayer team warfare on the map tf2 delivers new gametypes a signature art style powered by valve’s next generation animation technology persistent player statistics and more unlike other ""class-based"" games that offer a variety of combat classes only team fortress 2 packs a wild variety of classes which provide a broad range of tactical abilities and personalities and lend themselves to a variety of player skills play as the flame-throwing pyro the room clearing heavy or the spy a master of disguises other classes include: scout sniper medic engineer demoman or soldier tf2 features the most advanced graphics of any source-based game released to date – and the most exciting class-based action ever created [valve]",9.1,Oct 10 2007,mofficial site: http://ep2.half-life2.com/ valve software action shooter shooter first-person modern tactical modernnumber of players:esrb descriptors:online modes: 24 players online up to 32 players
TOM CLANCY'S SPLINTER CELL: CHAOS THEORY,92,the year is 2008 information warfare has evolved into the most dangerous threat to global stability you are sam fisher third echelon's most skilled splinter cell operative you are assigned to execute a hazardous series of operations to investigate and eliminate a new source of information attacks originating in north korea to succeed you will employ a host of unconventional counterintelligence activities to gather intel disrupt enemy operations and neutralize adversary targets as information warfare evolves so must the splinter cell you must penetrate deeper into hostile territory and operate undetected closer to the enemy than ever before at your disposal is a lethal array of tactics ranging from combat knife techniques experimental prototype weapons skills and more radical hand-to-hand techniques such as the inverted chokehold experience the thrill of acting as a lone operative fighting tomorrow's threats in the field and of cooperating online with a partner to accomplish crucial missions die in action and the free world dies with you never-before-seen graphics technology offers the best visuals ever to appear on any platform advanced physics engine allows rag doll physics particle effects and perfect interaction with the environment the most complete arsenal of weapons and gadgets from the combat knife to experimental prototype combat systems totally open level design with multipaths and optional secondary objectives [ubisoft],8.7,Mar 28 2005,mofficial site: http://www.ubi.com/us/games/info.aspx?pid=9479 ubisoft montreal action adventure modern general modernnumber of players: 1-4 playersesrb descriptors: blood strong language violencesound: dolby digital 5.1offline modes: cooperativespecial controllers: headsetonline modes: competitive cooperative team oriented 4 players online no online multiplayercopy protection: starforce protectionsplit screen offline players: 2 players
ROME: TOTAL WAR,92,"rome: total war is the next generation in epic strategy gaming from the critically acclaimed and award winning total war brand the aim of the game is to conquer rule and manipulate the roman empire with the ultimate goal of being declared as the ""imperator"" of rome set in a time when the mighty roman empire emerged to conquer the known world against powerful enemies; when gladiators fought to a bloody death in the coliseum; when spartacus defied the might of the empire; when hannibal led his invincible army and his war elephants across the alps to strike fear into the very heart of rome itself; and when julius caesar finally smashed the barbarian gauls this was a time of brutal confrontation between civilisation and barbarism and of civil war as the ancient world's only superpower turned on itself a completely new total war engine uses innovative technology and groundbreaking design to bring the world of ancient rome to life to deliver the biggest and most cinematic battles ever seen in a videogame so the battles in rome: total war maintain the epic scale that fans of total war are used to but now use high-detailed 3d polygonal troops and allows huge cities to be displayed on the battlefields the result is truly spectacular [activision]",9.0,Sep 22 2004,tofficial site: http://www.totalwar.com/community/rome.htm creative assembly strategy real-time historic general historicnumber of players: 1-8 playersesrb descriptors: violenceoffline modes: competitive team orientedconnectivity: local area network onlineonline modes: competitive team oriented 8 players online no online multiplayer
OKAMI HD,92,in okami the player takes the role of the mythical sun goddess amaterasu in the form of a wolf her task is to restore color (or 'life') to the world by destroying the monsters who have stolen it since amaterasu is a diety there are naturally people who worship her and people who don't the more people who worship her (as a result of her restoring color and doing other good deeds for them) the more powerful she becomes,7.9,Dec 12 2017,tofficial site: http://www.o-kami.jp/ capcom action adventure general no online multiplayer
UNDERTALE,92,welcome to undertale in this rpg you control a human who falls underground into the world of monsters now you must find your way out or stay trapped forever,8.4,Sep 15 2015, tobyfox role-playing general japanese-style no online multiplayer
THIEF: THE DARK PROJECT,92,sneak through the shadows of 12 treacherous missions including haunted cathedrals subterranean ruins and forbidding prisons in a dark and sinister city stalk your prey on the quest for stolen goods with your blackjack sword and an assortment of unique arrows steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge survive in a world where shadows are your only ally trust is not an option and confrontation results in death! [eidos interactive],9.0,Nov 30 1998,m looking glass studios action adventure fantasy general fantasynumber of players: 1 playeresrb descriptors: animated blood animated violence
AGE OF EMPIRES II: THE AGE OF KINGS,92,"age of empires ii: the age of kings is the sequel to the award-winning best-selling real-time strategy game ""age of empires"" age of empires ii spans a thousand years from the fall of rome through the middle ages in which players lead one of 13 civilizations into greatness the game keeps the epic scope of age of empires' game play while evolving the combat and economic features [microsoft]",9.1,Sep 30 1999,tofficial site: http://www.microsoft.com/games/age2/ ensemble studios strategy real-time historic historic commandesrb descriptors: blood violence no online multiplayer up to 8 players
SID MEIER'S ALPHA CENTAURI,92,legendary designer sid meier presents the next evolution in strategy games with the most addictive compelling gameplay yet explore the alien planet that is your new home and uncover its myriad mysteries discover over 75 extraordinary technologies build over 60 base upgrades and large-scale secret projects for your empire conquer your enemies with a war machine that you design from over 32000 possible unit types [firaxis],8.8,Feb 12 1999,e firaxis games strategy turn-based sci-fi sci-fi 4xesrb descriptors: mild animated violence
