Title,Meta_score,Summary,User_score,GamesRelease,Descrition
SONIC MANIA,83,experience the ultimate celebration of past and future in sonic mania an all-new 2d sonic adventure running at a crisp 60fps with stunning hd retro-style graphics multiple playable characters give you the ability to go explosively fast as sonic soar as tails or power through tough obstacles with knuckles’ brute strength you can re-live the sonic of the past with an exciting new twist on classic zones while fighting against new bosses and dr eggman’s evil robot army go head to-head with players in competition mode or play in co-op mode with a friend,7.5,Aug 15 2017,e segasoft sega pagodawest games action platformer 2d
BAYONETTA & VANQUISH,83,celebrate the 10th anniversary of two platinumgames cult classics with the bayonetta & vanquish 10th anniversary bundle bayonetta: experience the genesis of the bayonetta series with the cult classic original action-adventure game vanquish: the hit sci-fi shooter returns an overpopulated earth suffocating under limited resources looks to providence the solar-powered space colony for support,8.0,Feb 18 2020,m platinumgames miscellaneous compilation no online multiplayer
WRECKFEST,83,break the rules and take full-contact racing to the limit with wreckfest! expect epic crashes neck-to-neck fights over the finish line and brand-new ways for metal to bend -- these are the once-in-a-lifetime moments that can only be achieved in wreckfest with its true-to-life physics simulation crafted by legendary developer bugbear who also brought you flatout 1 & 2! burn rubber and shred metal in the ultimate driving playground! wreckfest is jam-packed with upgrade and customization options whether you are preparing for your next demolition derby with reinforced bumpers roll cages side protectors and much more or setting your car up for a banger race with engine performance parts like air filters camshafts fuel systems etc wreckfest is shaping up to be the best combative motorsport game out there features: * awesome cars -- old banged-up patched-together cars that simply ooze style! from old american heavy-hitters to agile europeans and fun asians you won't find anything like this in other games * meaningful customization -- change not only the look of your cars but also upgrade their body armor! * multiplayer -- wreck your friends online and take racing to the limit while chasing for demolition dominance! * challenge modes -- have hilarious fun with crop harvesters lawn mowers school buses three-wheelers and more!,6.5,Aug 26 2019,t bugbear racing general arcade automobile up to 16 players
FORGOTTON ANNE,83,imagine a place where everything that is lost and forgotten goes; old toys letters single socks the forgotten lands is a magical world inhabited by forgotlings; creatures composed of mislaid objects longing to be remembered again forgotton anne is a seamless cinematic adventure game with light puzzle platforming elements you play as anne the enforcer who keeps order in the forgotten lands as she sets out to quash a rebellion that might prevent her master bonku and herself from returning to the human world [square enix],6.3,May 15 2018,e10+ throughline games adventure general no online multiplayer
PORT ROYALE 4,83,set sail and join the colonial powers of spain england france and the netherlands in their fight for supremacy of the caribbean in the 17th century in 'port royale 4' you will take control of a colony as a young and ambitious governor eager to learn what it takes to manage and grow their small settlement into a bustling trader city develop production chains connecting multiple islands and create complex trade routes across the caribbean covering the ever-growing needs of the respective cities make use of the detailed sea map to avoid stormy weather regions cliffs or shallow waters fulfil tasks for your nation's viceroy earning more fame to unlock town buildings ships and more conquer the cities of rival nations or hunt down their fleets with a letter of marque while also keeping a keen eye out for pirates and other privateers for the first time in the series naval battles will be turn-based with up to 8 ships battling at one time and tactical captain maneuvers that can turn the tide in even the most hopeless of situations for a glorious victory,tbd,Sep 25 2020,e10+ gaming minds studios strategy real-time general no online multiplayer
CRASH BANDICOOT 4: IT'S ABOUT TIME,83,the devious villains neo cortex and dr n tropy have finally escaped their interdimensional prison leaving an evil scientist sized hole in the universe now they’ve got their eyes set on not only simply conquering this dimension but all dimensions and it’s up to crash and coco to save the day n sanity beach is where crash’s adventure first started and where it begins in crash 4 but there have definitely been changes since players first saw n sanity beach all those years ago and throughout crash 4 you’ll notice changes to gameplay and even the art style,8.6,Oct 2 2020,e10+ toys for bob action platformer 3d no online multiplayer
DIRT 5,83,take a trip around the world to and race on over 70+ unique routes across 10 different global locations in stunning environments complete with dynamic weather and time of day get behind the wheel of an eclectic and exciting roster of cars world-renowned voice talents troy baker and nolan north head up the cast of dirt 5's story-driven career mode local split-screen of up to four players on offline modes including career makes dirt 5 the perfect couch multiplayer racing game as you battle for position with your friends capture your biggest jumps and best moves with a detailed photo mode and show your creative flair with dirt's deepest ever livery editor for all cars,5.7,Nov 3 2020,e codemasters racing simulation automobile up to 12 players
NBA 2K19,83,"nba 2k celebrates 20 years of redefining what sports gaming can be from best in class graphics & gameplay to groundbreaking game modes and an immersive open-world ""neighborhood"" nba 2k19 promises to push limits as it brings gaming one step closer to real-life basketball excitement and culture",2.8,Sep 7 2018,e visual concepts sports team basketball arcade sim up to 10 players
MADDEN NFL 17,83,madden nfl 17 franchise = take your team all the way and put yourself at the center of your team’s championship run in franchise mode delivering new ways to play and more decisions to make added features include the practice squad full-player editing and the in-game ticker that keeps you updated with scores from around the league know your opponents’ tendencies every week then pick the right drills to attack and counter those tendencies in game this new level of strategy promises to deliver more variety and more fun when preparing for your next opponent whether it’s a user or a computer simulated player [electronic arts],5.3,Aug 23 2016,e ea sports sports team football sim 2 players
STEAMWORLD DIG,83,the clock has stopped around the turn of the 19th century and humankind has prematurely blown itself to bits the remaining scraps are huddling in caves beneath the surface and steam-powered robots have taken over the wild west,7.8,Jun 5 2015,e10+official site: http://www.nintendo.com/games/detail/pji4txs46sim_ilftw8zchdfubqtvqbo image & form action action adventure general platformer 2d
BATTLEFIELD 1: THEY SHALL NOT PASS,83,new map: verdun heights - the opening barrage of the battle of verdun created massive forest fires in which players will fight for domination this is an uphill battle towards the massive fortresses of verdun a constant grinding struggle where the artillery never stops where the forge and “the devil’s anvil” continues to consume even the bravest combatants new map: fort de vaux - the first big engagement inside a fort during world war 1 takes place in the dark underworld of fort de vaux down in the maze of dark galleries and wet stone corridors french and germans fight ferociously with grenades guns bayonets and flamethrowers watch your corners new map: soissons - take part in one of the biggest tank assaults of world war 1 the french 10th army moves to take back soissons using their powerful saint chamond tanks planes tanks and infantry clash in the beautiful french countryside in the early hours of a hot summer day only the thunderstorm is louder than the war new map: rupture - in dire need to capture key bridges across the aisne river the french find themselves back into battlefields where poppies grow over a rusty wreck from previous tank battles it might seem calm but this maze of steel beasts provides an excellent place for those who plan an ambush as the sun sets over fontenoy the battle wakes up [electronic arts],6.9,Mar 14 2017,m ea dice action shooter first-person tactical
THEHUNTER: CALL OF THE WILD,83,thehunter: call of the wild offers the most immersive hunting experience ever created step into a beautiful open world teeming with life from majestic deer and awe-inspiring bison down to the countless birds critters and insects of the wilderness every inch of the 50-square mile world is crafted using apex award-winning technology crafted by avalanche studios during a decade of developing explosive action games in addition to its rich single player experience thehunter: call of the wild offers unique multiplayer options -- cooperative and competitive -- for up to 8 players share the ultimate hunting experience and earn those bragging rights!,5.5,Oct 2 2017,t thq nordic sports individual nature hunting up to 8 players
BALDUR'S GATE AND BALDUR'S GATE II: ENHANCED EDITIONS,83,includes the original baldur’s gate: enhanced edition and its sequel baldur’s gate ii: enhanced edition with all dlc and restored quest content as well as the baldur’s gate: siege of dragonspear expansion featuring new original content developed by beamdog to bridge the two games,6.0,Oct 15 2019,t beamdog miscellaneous compilation no online multiplayer
DEUS EX: MANKIND DIVIDED,83,the action of deus ex: mankind divided takes place in 2029 a couple of years after the events of human revolution and the infamous ‘aug incident’ in panchaea that resulted in the deaths of millions at the hands of those who had installed augmentations this event has caused a massive divide between those who have augmentations and those who don't amidst this emotional turmoil are various factions aiming to manipulate the public by twisting public opinion of augmentation to advance their own agenda and hide the truth of what really occurred,7.6,Aug 23 2016,m eidos montreal action adventure general no online multiplayer
CASTLE CRASHERS REMASTERED,83,new multiplayer mini-game called back off barbarian five times larger texture sizes than the original,7.9,Sep 9 2015,t the behemoth action beat-'em-up 2d
ABZU,83,discover a lush hidden world as you descend into the heart of the ocean where ancient secrets lie forgotten and encounters with majestic creatures await abzu is an epic descent into the depths of the sea where players will explore beautifully rendered ocean environments with fluid swimming controls the experience draws inspiration from the deep innate narrative that we all carry within our subconscious: the story of abzu is a universal myth that resonates across cultures the name references a concept from the oldest mythologies; it is the combination of the two ancient words ab meaning ocean and zu meaning to know abzu is the ocean of wisdom,7.2,Dec 6 2016,e giant squid adventure 3d third-person no online multiplayer
BASTION,83,bastion is an original action role-playing game featuring a reactive narrator who marks your every move lush hand-painted 2d artwork and tight responsive gameplay that rewards playing with finesse the game is designed to be simple to pick up and start playing while offering a lot of rich choices around character customization as well as a deep story and gameworld you can lose yourself in,8.4,Dec 12 2016,e10+official site: http://supergiantgames.com/?p=653 supergiant games role-playing action rpg
CRYPT OF THE NECRODANCER,83,crypt of the necrodancer is a hardcore rhythm-based roguelike game can you survive this deadly dungeon of dance slay the necrodancer and recapture your still beating heart? or will you be a slave to the rhythm for all eternity? players must move on the beat to navigate procedurally generated dungeons while battling dancing skeletons zombies dragons and more! groove with the game's epic dance soundtrack or select songs from your own mp3 collection! you can even play with a dance pad to really shake your bones!,7.6,Feb 10 2017,tofficial site: http://necrodancer.com/ brace yourself games role-playing general action rpg no online multiplayer
SUPER MEGA BASEBALL 3,83,run up the score in a relaxed slugfest or push the limits of your reflexes in this refined baseball simulator the third entry in the series features an all-new franchise mode major graphical enhancements and on-field additions including pickoffs and situational player traits,6.6,May 13 2020,e metalhead software sports team baseball arcade up to 4 players
WRC 9 FIA WORLD RALLY CHAMPIONSHIP,83,the wrc license is back and even better this year with wrc 9 take part in the calendar's 3 new rallies and challenge the community with the customisable league system then dive into the skin of a co-driver with the astonishing co-op mode,5.3,Sep 4 2020,e kt racing racing simulation automobile up to 8 players
SUPERHOT,83,superhot is the first person shooter where time moves only when you move with its gameplay and unique stylized graphics superhot aims to finally add something new and disruptive to the fps genre see the bullets crawling towards you as you carefully plan your steps and aim your gun enjoy the mayhem that is unleashed as you put that plan into motion dodge bullets take out your enemies one step at a time [superhot team],7.8,May 3 2016,t superhot modern action shooter first-person tactical
PATH OF EXILE: THE FALL OF ORIATH,83,path of exile is an online action rpg set in an unforgiving world that boasts deep character and item customization endless replayability countless valuable treasures and a massive customizable end-game the entire game is available for free its development is funded through optional community support in exchange for cosmetic character garb to enhance your immersive experience to compete in path of exile's leaderboards all you'll need is your skill and not your wallet! there are no pay walls and no paying for power path of exile is developed by grinding gear games an independent studio from new zealand that keeps gameplay fresh by providing frequent updates to the core content additionally they offer a new challenge league every thirteen weeks these are competitive leagues that offer a new variation on gameplay where players can compete for bragging rights and rewards [xboxcom],7.5,Aug 24 2017,m grinding gear games role-playing action rpg up to 6 players
LITTLE NIGHTMARES,83,immerse yourself in little nightmares a dark whimsical tale that will confront you with your childhood fears help six escape the maw – a vast mysterious vessel inhabited by corrupted souls looking for their next meal,8.0,Apr 28 2017,t tarsier studios action adventure general linear
DEEP ROCK GALACTIC,83,deep rock galactic is a 1-4 player co-op fps featuring badass space dwarves 100% destructible environments procedurally-generated caves and endless hordes of alien monsters,8.1,May 13 2020, ghost ship games action shooter first-person arcade online multiplayer up to 4 players
A PLAGUE TALE: INNOCENCE,83,a plague tale: innocence offers an adventure supported by an original scenario with gameplay that blends action adventure and stealth phases follow our protagonists amicia and her little brother hugo both orphans and on the run from the terrifying inquisition our young heroes will also need to survive against an even greater danger: supernatural swarms of rats that appeared with the great plague infecting across cities and countryside [focus home interactive],8.5,May 14 2019,m asobo studio action adventure general linear no online multiplayer
SPYRO REIGNITED TRILOGY,83,the original roast master is back same sick burns same smoldering attitude now all scaled up in stunning hd spyro is bringing the heat like never before in the spyro reignited trilogy game collection rekindle the fire with the original three games spyro the dragon spyro 2: ripto's rage! and spyro: year of the dragon explore the expansive realms re-encounter the fiery personalities and relive the adventure in fully remastered glory because when there's a realm that needs saving there's only one dragon to call,7.2,Nov 13 2018,e10+ activision toys for bob miscellaneous compilation no online multiplayer
FIFA 19,83,ea sports fifa 19 delivers a champion-caliber experience on and off the pitch introducing the prestigious uefa champions league offering authentic in-match atmospheres featuring gameplay updates including elevated on-pitch personality and a striking overhaul and providing new and unrivaled ways to play champions rise in fifa 19 features: * uefa champions league coming to fifa 19 -- there's no higher level in club football than the uefa champions league dreams are achieved and legends are made in this historic tournament that showcases the best clubs in the world fifa 19 for the playstation 4 xbox one pc and nintendo switch is infused with the uefa champions league thanks to official match presentation a variety of tournament experiences that includes the europa league and super cup and an all-new commentary team in derek rae and lee dixon * brand new modes -- experience the all-new standalone uefa champions league mode to play the famous tournament from the group stage to the final at the the wanda metropolitano stadium in madrid discover deep integration of the massive club competition in both kick off and career mode build your dream squad with live uefa champions league and europa league content updates in fifa 19 ultimate team no matter where or how you play fifa 19 you can experience the greatest club football competition in the world,2.4,Sep 25 2018,e ea sports sports team soccer sim up to 22 players
YOKU'S ISLAND EXPRESS,83,yoku’s island express is an open world/metroidvania-style pinball adventure seamlessly blending platform navigation with pinball mechanics across a large open world,7.7,May 29 2018,e10+ villa gorilla action pinball no online multiplayer
QUIPLASH,83,quiplash is a comedic party game designed with the same irreverence as the jackbox party pack up to 8 players compete against one another to improvise clever responses to open-ended questions like “an alternate use for a banana” or “something you’d be surprised to see a donkey do” before turning to a group vote to determine the best and/or funniest answers,7.4,Jun 30 2015,t jackbox games inc. miscellaneous trivia / game show
DON BRADMAN CRICKET 17,83,don bradman cricket 17 brings a new control system delivering the batting bowling and fielding experience by providing you a greater level of variety and precision of play motion captured first class cricketers including female cricketers for the first time in all game modes,7.5,Dec 15 2016,e big ant studios sports team cricket
SOMA,82,strange occurrences are disrupting the routines of the pathos-2 research facility the radio is silent behavioral anomalies of the machines are increasingly dangerous if not malevolent the facility is devolving into chaos no weapons and the only escape is practically unthinkable from frictional games creators of the groundbreaking amnesia and penumbra series soma is an aberrant tale of scientific inquiry and survival; an entropic exploration of synapse and circuit that wades through the delusions of human consciousness,8.3,Dec 1 2017,m frictional games action adventure survival no online multiplayer
GEARS OF WAR: ULTIMATE EDITION,82,the shooter has been remastered in 1080p and modernized for xbox one and is augmented with new content including five campaign chapters never released on xbox,7.7,Aug 25 2015,m splash damage the coalition action shooter third-person arcade up to 8 players
SUPER HYDORAH,82,super hydorah is a nonlinear horizontal shoot em up designed to offer a challenging and memorable experience sublimating the wisdom and richness of traditional shmup classics the game has direct action nostalgic art and a wide variety of unique spatial content and situations it is hours of intense fun alone or with your friends to face the menace of the meroptians aboard the delta lance,6.9,Sep 20 2017,t locomalito action shooter shoot-'em-up horizontal
SUPRALAND,82,a mix between portal zelda and metroid explore solve puzzles beat up monsters find secret upgrades and new abilities that help you reach new places playtime 12-25h,7.3,Oct 22 2020, supra games action adventure open-world no online multiplayer
STEALTH INC 2: A GAME OF CLONES,82,in stealth inc 2 you play the role of a clone escaping a sinister and high-tech testing facility stealth inc 2 tests both your brain and your reflexes over 60 varied levels linked together in a sprawling overworld death is never more than a few moments away but one of the few advantages of being a clone is that death isn't all that permanent with no loading screens and no lives to worry about players are encouraged to use their inevitable demise as a learning tool as they navigate lasers homicidal robots and terrifying bosses in the ultimate hostile work environment,6.3,Apr 3 2015,t curve digital action platformer 2d
STREETS OF RAGE 4,82,publisher dotemu (wonder boy windjammers 1/2) and developers lizardcube (wonder boy) and guard crush games today revealed streets of rage 4 an all-new continuation of sega's iconic arcade brawler series known for its radical fights jammin' '90s beats and dashing sparring gloves and bandanas streets of rage known as bare knuckle (bea nakkuru) in japan is a trilogy of beat 'em up games developed and published by sega in the 1990s famously known for its non stop action and electronic dance influenced music - scored by yuzo koshiro and motohiro kawashima - the series has gained the status of cult classic throughout the years it is considered one of the best beat 'em up series of all time after many years axel and blaze are finally picking up the fight where they left featuring hand-drawn visuals from the team behind 2017's gorgeous wonder boy: the dragon's trap remake streets of rage 4 builds upon the classic trilogy's gameplay with new mechanics a fresh story and a gauntlet of dangerous stages with a serious crime problem streets of rage 4 recalls classic gameplay but it stands as an entirely original arcade-style romp thanks to the expertise of guard crush games and dotemu whether players gang up with a friend or clean up the city solo streets of rage 4 is a skull-bashing chicken-chomping delight all set to a thumping soundtrack sure to get your blood pumping features: * the comeback of the legendary streets of rage series * beautiful graphics fully hand-drawn animated by the studio behind wonder boy: the dragon's trap * classic gameplay enhanced with brand new mechanics * soundtrack by a wide line-up of world-class musicians * braised chicken served on a pristine plate,7.9,Apr 30 2020,t blitworks lizardcube action beat-'em-up 2d 2 players
THE SEXY BRUTALE,82,the sexy brutale — a never-ending masked ball featuring intrigue murder and the (quite possibly) occult! relive the same mysterious day where the guests at the casino mansion are being murdered by the staff over and over again,7.1,Apr 11 2017,t abstraction games tequila works cavalier game studios adventure general
CHILD OF LIGHT,82,child of light is a digital download 2d side-scrolling role-playing game inspired by the art style of studio ghibli,7.7,Apr 30 2014,e10+ ubisoft montreal action general general role-playing general
DARKESTVILLE CASTLE,82,like any decent demon cid spends his nights performing all kind of evil deeds to the peaceful people of darkestville little does he know that his old arch enemy is about to change his life forever,tbd,Aug 13 2020, epic llama warchief adventure point-and-click no online multiplayer
SHADOW OF THE TOMB RAIDER,82,experience lara croft's defining moment as she becomes the tomb raider in shadow of the tomb raider lara must master a deadly jungle overcome terrifying tombs and persevere through her darkest hour as she races to save the world from a maya apocalypse lara will ultimately be forged into the tomb raider she is destined to be features: * survive and thrive in the deadliest place on earth: master an unforgiving jungle setting in order to survive explore underwater environments filled with crevasses and deep tunnel systems * become one with the jungle: outgunned and outnumbered lara must use the jungle to her advantage strike suddenly and disappear like a jaguar use mud as camouflage and instill fear in enemies to sow chaos * discover dark and brutal tombs: tombs are more terrifying than ever before requiring advanced traversal techniques to reach them and once inside they are filled with deadly puzzles * uncover living history: discover a hidden city and explore the biggest hub space ever found in a tomb raider game,7.3,Sep 12 2018,m eidos montreal action adventure general 2 players
FORZA HORIZON 2: STORM ISLAND,82,the storm island expansion brings more beauty more challenge and more ways to compete with and against opponents,7.5,Dec 16 2014,e10+ playground games driving gt / street racing simulation automobile
GEOMETRY WARS 3: DIMENSIONS,82,over fifty single player levels including adventure and classic arcade modes 3d grids and over ten battle modes including pacifism king and claustrophobia four distinct companion drones such as attack collector ram and snipe co-op and online competitive multiplayer modes,7.7,Nov 26 2014,e lucid games action shooter static shoot-'em-up top-down
SUPERHOT: MIND CONTROL DELETE,82,one of us one of us still outnumbered still outgunned enemies swirl around you in a storm of slow motion violence battle after battle each fallen foe pushes you closer to the secrets hiding in the game and each secret gives you more powers to fight the system’s unending opposition,5.1,Jul 16 2020,t superhot action shooter first-person tactical no online multiplayer
RIME,82,the story of a boy who must use his wits and ingenuity to survive - and ultimately escape from - a mysterious island and a terrible curse an end and a new beginning a strange island with a sinister secret and an open-world adventure with a difference as a boy who finds he is key to solving a series of ancient puzzles you'll use an enigmatic artefact to manipulate your environment and even time itself thanks to the innovative control offered by the dualshock 4 controller you'll find that light sound and touch are all essential in your bid to escape the island,7.4,May 26 2017,e10+ tequila works action adventure general 3d third-person no online multiplayer
NHL 19,82,play on outdoor rinks and journey from the ponds to the pros in new game modes compete with and against 200 of the greatest hockey legends to ever hit the ice highlighted by wayne gretzky powered by cutting-edge new gameplay technology experience explosive-edge skating that delivers more acceleration speed and responsiveness,6.0,Sep 11 2018,e10+ ea sports sports team ice hockey sim up to 12 players
OPERENCIA: THE STOLEN SUN,82,zen studios’ modern homage to classic first-person dungeon-crawlers takes you to the land of operencia an unconventional fantasy world inspired by a faraway land referenced in countless central european folktales,7.1,Mar 29 2019,t zen studios role-playing action rpg no online multiplayer
BLAZING CHROME,82,in blazing chrome bring your best pal and kick some metal butts to free the humankind while enjoying a classic run’n’gun fully loaded with action and exciting fights,7.8,Jul 11 2019,t joymasher seaven studio action platformer 2d 2 players
LOVERS IN A DANGEROUS SPACETIME,82,"lovers in a dangerous spacetime is a 2-player co-op micro-platformer set inside a neon spaceship locked in battle with hordes of space baddies players work together running back and forth between ship control rooms manning turrets lasers shields and thrusters to rack up points and stave off a vacuumy demise in mish-mash terms you could describe it as jumpman meets asteroids meets han saying ""don't get cocky""",7.2,Sep 9 2015,e10+official site: http://asteroidbase.com/ asteroid base platformer 2d action shooter shoot-'em-up horizontal
WORLD OF WARSHIPS: LEGENDS,82,from the makersof world of tanks experience naval action in world of warships: legends a global multiplayer free-to-play online game in which you can master the seas in history's greatest warships recruit legendary commanders upgrade your vessels and stake your claim to naval supremacy against players from around the world,8.2,Apr 16 2019,t wargaming.net simulation marine combat up to 18 players
TOM CLANCY'S THE DIVISION 2,82,set in washington dc the game takes place 7 months after a deadly virus was released in new york city and the nation has become a shell of its former self while the virus has been contained its effects are most evident in the devastated streets of the nation's capital where survivors cling to hope and struggle to rebuild enter the division a unit of civilian sleeper agents who now must work to stop enemy factions from completely taking over the city – and ultimately the nation as a universally-regarded seat of power if dc falls the nation falls with civilians helpless and fearing for their lives players will be the last line of defense in preventing the total collapse of society [ubisoft],5.9,Mar 12 2019,m massive entertainment first-person action shooter third-person tactical online multiplayer up to 16 players
BLASPHEMOUS,82,blasphemous is a punishing action-platformer that combines the fast-paced skilled combat of a hack-n-slash game with a deep and evocative narrative core delivered through exploration of a huge universe comprised of non-linear levels,8.0,Sep 10 2019,m the game kitchen action adventure open-world no online multiplayer
FIFA 15,82,new to this year's installment players have memories and will show emotion based on the context of the match with over 600 new emotional reactions players now respond to pivotal moments on the pitch – bad tackles missed chances epic goals - as they would in real life refined commentary highlights unique fan reactions while chants and behaviors will be relevant to country or even your club new bench reactions side line character animations 10-man goal celebrations and more will strive to keep you engaged in the story of the match your teammates and opponents now recognize what’s happening in the match and will adjust their tactics just like real players,5.4,Sep 23 2014,e ea sports sports traditional team soccer sim up to 22 players
PREY: MOONCRASH,82,fight overwhelming odds to escape a secret transtar moon base where the enemies you encounter the hazards you face the goals you complete and the loot you collect are different each time you play with changing environments as dangerous as they are dynamic the mooncrash campaign for prey will offer a fun infinitely replayable challenge to test even the most skilled players story: in prey: mooncrash transtar's secret moon base stopped transmitting shortly after the events of prey now peter a hacker stationed aboard a spy satellite tasked with intercepting transtar communications must find out why trapped and under a ruthless contract with kasma corp peter's only hope of ever seeing his family again is uncovering the moon base's lost secrets features: live die adapt escape! escape transtar's moon base before the typhon threat takes over a simple goal but one with hundreds of viable solutions in mooncrash players will experience an all-new infinitely replayable 'rogue-lite' campaign with ever-changing enemies weapons and objectives against a constantly increasing alien threat survive how you want with who you want unlock multiple characters as you play each with their own set of specialized upgradable skills will you forge your path with the resourceful engineer joan trade that wrench in for security officer bhatia and his shotgun or will you choose the frail-but-gifted andrius and his arsenal of psychic abilities? prey is about choices and those choices belong to you search for secrets lootand a way off arkane studios' talent for detail and story-rich environments comes alive in mooncrash as you explore the station which is the same size and scope of four levels of the original game's talos i station don't forget to keep your eyes peeled for precious supplies and of course mimics new challenges new solutions the typhon threat has returned with familiar foes and tough new enemies each armed with a unique set of deadly characteristics use the full power of the arsenal at your disposal including popular weapons and abilities from prey's main game to fight for your life and make a mad dash for your escape prey: typhon hunter mooncrash includes prey: typhon hunter an online multiplayer update typhon hunter is a lethal game of hide-and-seek between a single survivor (morgan yu) and five other players who stalk hunt and hide in plain sight as shape-shifting mimic aliens every object is a potential enemy will morgan or the mimics prevail? transtar vr is a single player vr-only campaign included in the typhon hunter update this campaign puts you in the shoes of various transtar employees as you complete objectives and solve intricate puzzles on talos i just days before the events of prey requires the prey full game,6.7,Jun 10 2018, arkane studios action shooter first-person arcade
TALES FROM THE BORDERLANDS: EPISODE 1 - ZER0 SUM,82,set following the events seen in borderlands 2 tales from the borderlands focuses on rhys a hyperion company man who wants to become the next handsome jack and it’s also about fiona a pandoran con artist intending to score the biggest of all swindles baited into danger by a vault key and all it promises the unlikely pair are thrown together with a common purpose and a great amount of mistrust who is speaking the truth and why is it important? that is for you to decide it’s important to remember that there *are* two sides to every story and you will tell this tale or…tales through the choices that you make your every decision as both rhys and fiona will affect the people and environment around you: this is a game where you are the final author in a brand new borderlands story set on the unforgiving world of pandora [telltale games],8.2,Nov 26 2014,m telltale games miscellaneous general adventure general no online multiplayer
ASSASSIN'S CREED VALHALLA,82,build your own viking legend become eivor a viking raider raised to be a fearless warrior and lead your clan from icy desolation in norway to a new home amid the lush farmlands of ninth-century england find your settlement and conquer this hostile land by any means to earn a place in valhalla england in the age of the vikings is a fractured nation of petty lords and warring kingdoms beneath the chaos lies a rich and untamed land waiting for a new conqueror will it be you? write your viking saga blaze your own path across england with advanced rpg mechanics fight brutal battles lead fiery raids or use strategy and alliances with other leaders to bring victory every choice you make in combat and conversation is another step on the path to greatness lead epic raids lead a crew of raiders and launch lightning-fast surprise attacks against saxon armies and fortresses claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement engage in visceral combat unleash the ruthless fighting style of a viking warrior as you dual-wield axes swords or even shields against relentless foes decapitate opponents in close-quarters combat riddle them with arrows or assassinate them with your hidden blade grow your settlement your clan's new home grows with your legend customise your settlement by building upgradable structures unlock new features and quests by constructing a barracks a blacksmith a tattoo parlour and much more share your custom raider recruit mercenary vikings designed by other players or create and customise your own to share online sit back and reap the rewards when they fight alongside your friends in their game worlds a dark age open world sail across the icy north sea to discover and conquer the broken kingdoms of england immerse yourself in activities like hunting and drinking games or engage in traditional norse competitions like flyting – or as it's better known verbally devastating rivals through the art of the viking rap battle [ubisoft],7.4,Nov 10 2020,m ubisoft ubisoft montreal action adventure open-world no online multiplayer
HAND OF FATE 2,82,hand of fate 2 is a dungeon crawler set in a world of dark fantasy master a living board game where every stage of the adventure is drawn from a deck of legendary encounters chosen by you,7.9,Dec 1 2017,t defiant development miscellaneous board / card game no online multiplayer
10 SECOND NINJA X,82,10 second ninja x is a hardcore sidescroller you’re a ninja there are robots you’ve got ten seconds to destroy them all get three star ratings climb leaderboards discover secrets and stop captain greatbeard,4.5,Jul 19 2016,t gamedesigndan action platformer 2d
CAKE BASH,82,fight to be the tastiest cake! a party game for up to four players complete with very unique hazards - bash your friends dash away from danger and have a delicious time!,6.8,Oct 15 2020,e high tea frog miscellaneous party / minigame up to 4 players
EFOOTBALL PES 2020,82,experience realism and authenticity in this year's definitive football game: pes 2020 gameplay: new dynamic dribbling skills new first touch techniques and finely-tuned ball physics all developed in close consultation with renowned midfielder andrés iniesta matchday: pick a side and join forces with newcomers and veterans alike in a grand struggle for dominance in this new online competitive mode master league: a completely revamped ml experience awaits — featuring a new interactive dialogue system an overhauled menu design and a more realistic transfer market realized through improved data integration,7.2,Sep 10 2019,e konami sports team soccer sim up to 22 players
BORDERLANDS 3: MOXXI'S HEIST OF THE HANDSOME JACKPOT,82,"moxxi's assembling a crew to plunder a derelict space station casino and you've proven yourself worthy of joining her ragtag team of ""experts"" successfully battle your way through hyperion security forces and crazed casino-goers to reach a safe loaded with eridium cash and all-new legendary loot",6.9,Dec 19 2019,m gearbox software action shooter first-person arcade
RAILWAY EMPIRE: COMPLETE COLLECTION,82,it’s the industrial revolution and the steam locomotive revolution is conquering the continents of the known world with these great “iron horses” kickstarting a fierce race for supremacy on rails the collection contains the main railway empire game plus all 8 dlcs: mexico the great lakes crossing the andes great britain & ireland france germany northern europe and down under,tbd,Aug 7 2020, kalypso strategy management business / tycoon no online multiplayer
GEARS 5: HIVEBUSTERS,82,return to gears 5 with the hivebusters expansion and undertake their first suicide mission explore the tropical galangi islands battle enemies with the team’s ultimate abilities and confront a deadly new predator,8.5,Dec 15 2020, the coalition action shooter third-person arcade
FAR CRY 5,82,welcome to hope county montana this idyllic location is home to a community of freedom-loving people - and a fanatical doomsday cult known by many as the project at eden's gate led by the charismatic prophet joseph seed and his devoted siblings eden's gate has been surreptitiously infiltrating all aspects of daily life when your arrival incites the cult to violently assume control of the region you have to rise up ans spark the fires of resistance to liberate the besieged community freely explore hope couny's rivers lands and skies with the largest customisable weapon and vehicle roster ever in a far cry game you are the hero of the story in a world that hits back with every strike and where the places you discover and the locals you team up with will shape your story in ways you will never anticipate [ubisoft],6.8,Mar 27 2018,m ubisoft montreal action shooter first-person arcade up to 12 players
THE EVIL WITHIN 2,82,you are detective sebastian castellanos and at your lowest point but when given a chance to save your daughter you must enter a world filled with nightmares and discover the dark origins of a once-idyllic town to bring her back horrifying threats emerge from every corner as the world twists and warps around you will you face adversity head on with weapons and traps or sneak through the shadows to survive?,9.1,Oct 13 2017,m tango gameworks action adventure survival no online multiplayer
